idProducto,titulo,categoria,descripcion,precio,tags,stock,imagen,link,region,ciudad,cantidadReviews,unaEstrella,dosEstrellas,tresEstrellas,cuatroEstrellas,cincoEstrellas,reviewPromedio,likes,dislikes,opiniones,idVendedor,nombre,tagsVendedor,regionVendedor,ciudadVendedor,reputacion,reputacionEstrellas,completadas,canceladas,total,ratingPositivo,ratingNeutral,ratingNegativo,ventas,reclamos,entregasRetrasadas,cancelaciones,BRAND,LINE,MODEL,COMPATIBLE_CELLPHONE_BRANDS,COMPATIBLE_CELLPHONE_LINES,COMPATIBLE_CELLPHONE_MODELS,CELLPHONE_BATTERY_TYPE,CELLPHONE_BATTERY_OUTPUT_VOLTAGE,BATTERY_CAPACITY,PACKAGE_HEIGHT,PACKAGE_WIDTH,PACKAGE_LENGTH,PACKAGE_WEIGHT,GTIN,HAZMAT_TRANSPORTABILITY,ANATEL_HOMOLOGATION_NUMBER,EMPTY_GTIN_REASON,CELLPHONE_BATTERY_INPUT_VOLTAGE,MPN,ITEM_CONDITION,SELLER_SKU,IS_FLAMMABLE,IS_KIT,DESCRIPTIVE_TAGS,PRODUCT_FEATURES,PRODUCT_CHEMICAL_FEATURES,FOODS_AND_DRINKS,MEDICINES,BATTERIES_FEATURES,SHIPMENT_PACKING,ADDITIONAL_INFO_REQUIRED,EXCLUDED_PLATFORMS,IS_SUITABLE_FOR_SHIPMENT,PRODUCT_DATA_SOURCE,LIMITED_MARKETPLACE_VISIBILITY_REASONS,HAS_COMPATIBILITIES
MLC913300981,Bateria Compatible Con iPhone 6s + Kit + Cinta Adehesiva,MLC5068,"Gracias por visitar JMPRODUCTOS

• Somos local establecido JMPRODUCTOS
• Es fácil encontrarnos JMPRODUCTOS
• Tenemos variedad de productos JMPRODUCTOS
• Espero sus preguntas JMPRODUCTOS

HORARIO DE ATENCIÓN LOCAL:
• Lunes a Viernes: 11:00 hrs a 19:00 hrs
• Sábados: 11:00 hrs a 15:00 hrs

LOCALES:
• PROVIDENCIA: Avenida Manuel Montt a cuadras del Metro Manuel Montt.
• MACUL: Avenida Pedro de Valdivia a cuadras del Metro Estadio Nacional.


=========================================================================

DESCRIPCIÓN
BATERIA COMPATIBLE CON IPHONE 6s

 Si su teléfono presenta problemas de carga, se descarga en forma rápida, enciende y se apaga, lo cual genera andar cargándolo todo el día y en cualquier parte, esta es la solución a sus problemas, renueve su batería y deje su equipo como nuevo.
 
CARACTERÍSTICAS:
• Batería IPhone
• Modelo IPhone 6s
• Capacidad 1.715 Mah
• Batería litio 3.82V
• Producto nuevo y en caja
 
KIT DE DESARME CONTIENE:
• 3 Desatornilladores; 1 Cruz, 1 Paleta, 1 Estrella
• 2 Herramienta de palanca plástica
• 2 Uñetas de apertura
• 1 Ventosa o chupón

===============================================
NUESTRO SERVICIO TÉCNICO DE CELULARES, REPARAMOS O CAMBIAMOS
- Flex de Carga
- Cambio de pantalla / Cristal Glass
- Reparaciones en Placas
- Software
- Cámaras frontales
- Cámaras traseras
- Botón Home
- Auricular
- Sensor de Proximidad
- Problemas de Audio
- Entre otras situaciones que mantenga su equipo celular

=========================================================================
MEDIOS DE PAGO:

• Transferencia, Efectivo y MercadoPago.

MEDIOS DE ENTREGA:
• MERCADOFLEX: Envíos 100% asegurados y en el día, a través de nuestros MOTOBOY, compra que se entrega durante el día en su domicilio (Dentro de Santiago)

• MERCADOENVIOS: Envíos 100% asegurados comprando por MercadoLibre usando Mercadoenvíos.

• A CONVENIR:
Entregamos en nuestros Locales comerciales:
- 1º Manuel Montt PROVIDENCIA a cuadras del METRO MANUEL MONTT. ////////
- 2º Pedro de Valdivia MACUL al límite con Ñuñoa, a cuadras del METRO ESTADIO NACIONAL. ////// también se puede enviar POR PAGAR POR ESTA OPCIÓN DE COMPRA, realizamos los envíos dentro de Santiago con MOTOBOY de nuestra empresa o por pagar a Regiones a través Starken o Chilexpress.

IMPORTANTE: NO ENTREGAMOS EN METROS, SOLO LOCAL COMERCIAL O ENVIO.

GARANTIA:
- Todos nuestros productos tienen garantía Legal, por fallas técnicas o de fabrica, no tenemos garantía por satisfacción.

================= JMPRODUCTOS ======================",21990,good_quality_picture good_quality_thumbnail kvs_primary loyalty_discount_eligible extended_warranty_eligible immediate_payment,1,http://http2.mlstatic.com/D_882767-MLC44379764742_122020-I.jpg,https://articulo.mercadolibre.cl/MLC-913300981-bateria-compatible-con-iphone-6s-kit-cinta-adehesiva-_JM,RM (Metropolitana),Providencia,0,0,0,0,0,0,0,0,0,,169271108,JMPRODUCTOSVENTAS,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Providencia,3,5,20856,1316,22172,0.91,0.04,0.05,4006,0.0189,0.0035,0.0014,Genérica,,Compatible Iphone 6s,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC602462641,Batería Compatible Con La Marca Samsung Galaxy S8,MLC439925,"SOMOS SILALA SOLUCIONES ENERGÉTICAS. TIENDA VIRTUAL LÍDER EN REPUESTOS PARA TELEFONÍA

REPUESTO ALTERNATIVO DE CELULAR DE ALTA CALIDAD

Para retiro, realizamos entregas en nuestra dirección en Santiago Centro cerca del metro Santa Ana o La Moneda. Luego de la compra se indicará la dirección exacta, por políticas de MercadoLibre.

REALIZAMOS ENVÍOS A TODO CHILE:

Envíos a las comunas del anillo central de Región Metropolitana: utilizamos servicio particular para ENTREGAS EN EL MISMO DÍA por compras antes del horario de corte (de lunes a sábado hasta las 12:00m). 

Envíos a Regiones a través de MercadoEnvíos (el transportista es asignado automáticamente por el sistema en razón de conveniencia de precio y localidad, no participamos en la selección del transportista).

NOTA: el costo de envío puede variar dependiendo de la comuna, el cual puede consultar directamente en la publicación, debajo de la sección del precio del producto.

El sistema tomará sus datos automáticamente, los cuales serán utilizados únicamente para la realización del envío.

- Los datos del artículo los podrá encontrar en la ficha técnica en la parte superior de la publicación.

- Los valores indicados en la ficha técnica del artículo pueden ser aproximados. Si desea conocer en detalle algún valor de la ficha técnica puede consultarnos en la sección de preguntas.

- Recomendamos altamente la instalación profesional. No seremos responsables de ningún daño a su teléfono celular / teléfono móvil que pueda causar durante el cambio de piezas de repuesto.

- Las fotografías del artículo son referenciales. En caso de que aplique, siempre puede consultar por disponibilidad de color. Si ninguna variante es especificada se enviará por defecto el artículo mostrado en la imagen o el que se encuentre con mayor disponibildiad.

- Nuestro producto cuenta con garantía de funcionamiento de 3 meses.

- PREGÚNTENOS si tiene cualquier duda, estamos para ayudarle.",11391,good_quality_thumbnail kvs_primary loyalty_discount_eligible extended_warranty_eligible good_quality_picture immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_642828-MLC45512076106_042021-I.jpg,https://articulo.mercadolibre.cl/MLC-602462641-bateria-compatible-con-la-marca-samsung-galaxy-s8-_JM,RM (Metropolitana),Santiago,1,0,0,0,0,1,5,0,0,,456239551,SILALASOLUCIONESENERGÉTICAS,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,2,5,3543,223,3766,0.94,0.04,0.02,665,0.0181,0.0072,0.0027,Genérico,,EB-BG950ABE,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC1385127397,Batería Para Motorola G50,MLC5068,"BATERIA ALTERNATIVA DE ALTA CALIDAD

ENVIOS A TODO CHILE mediante Chilexpress o Starken. AL COMPRAR SE LE PEDIRAN LOS DETALLES

INFORMACION IMPORANTE:

- En la ficha técnica podrá visualizar los datos del artículo

- Los valores indicados en la ficha técnica del artículo pueden ser aproximados. Si desea conocer en detalle algún valor de la ficha técnica puede consultar en la sección de preguntas.

- Recomendamos altamente la instalación profesional. No seremos responsables de ningún daño a su teléfono celular / teléfono móvil que pueda causar durante el cambio de piezas de repuesto.

- Consulte POR NUESTO SERVICIO TENICO

- Las fotografías del artículo son referenciales.

- El producto cuenta con garantía de funcionamiento de 3 meses.

- Para su conveniencia y tranquilidad ante la actual contingencia, todos los productos cuentan con ENVIOS PERSONALIZADOS, por lo que haremos llegar el producto directamente a su puerta.

- Puede consultar también por la modalidad de entrega personal.

- Si tiene cualquier duda, siéntese a gusto de realizarla en la sección de preguntas.",15990,extended_warranty_eligible kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_820272-MLA69875616692_062023-I.jpg,https://articulo.mercadolibre.cl/MLC-1385127397-bateria-para-motorola-g50-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,451110374,ENRITECNOSTORE,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,1,5,1995,136,2131,0.91,0.04,0.05,310,0.0091,0.0084,0,Motorola,,MS50,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC978670286,Batería Para Samsung Galaxy S20 Plus,MLC5068,"BATERIA ALTERNATIVA DE ALTA CALIDAD

ENVIOS A TODO CHILE mediante Chilexpress o Starken. AL COMPRAR SE LE PEDIRAN LOS DETALLES

INFORMACION IMPORANTE:

- En la ficha técnica podrá visualizar los datos del artículo

- Los valores indicados en la ficha técnica del artículo pueden ser aproximados. Si desea conocer en detalle algún valor de la ficha técnica puede consultar en la sección de preguntas.

- Recomendamos altamente la instalación profesional. No seremos responsables de ningún daño a su teléfono celular / teléfono móvil que pueda causar durante el cambio de piezas de repuesto.

- Consulte POR NUESTO SERVICIO TENICO

- Las fotografías del artículo son referenciales.

- El producto cuenta con garantía de funcionamiento de 3 meses.

- Para su conveniencia y tranquilidad ante la actual contingencia, todos los productos cuentan con ENVIOS PERSONALIZADOS, por lo que haremos llegar el producto directamente a su puerta.

- Puede consultar también por la modalidad de entrega personal.

- Si tiene cualquier duda, siéntese a gusto de realizarla en la sección de preguntas.",18990,good_quality_thumbnail extended_warranty_eligible good_quality_picture kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_713201-MLC49536368943_032022-I.jpg,https://articulo.mercadolibre.cl/MLC-978670286-bateria-para-samsung-galaxy-s20-plus-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,451110374,ENRITECNOSTORE,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,1,5,1995,136,2131,0.91,0.04,0.05,310,0.0091,0.0084,0,Genérico,,EB-BG985ABY,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC973014783,Bateria Compatible Con iPhone 6 Kit Herramientas Y Pegamento,MLC5068,"• UNICAMENTE COMPATIBLE CON MODELOS: A1549 / A1586 / A1589
• Cantidad: (1) Batería Compatible con iPhone 6 (Verifique el modelo de su equipo en la parte posterior del equipo)
• Cantidad: (1) Kit de desarme.
• Cantidad: (1) Pegamento.
• Producto: Genérico.
• Longitud: 12 x 5 cm de longitud.

Se envía Instructivo de desame e instalación de la batería junto con su compra!

Bienvenido a su tienda Keniot! 
Somos una importadora dedicada a suministrar los mejores productos del mercado, garantizando su satisfacción y calidad, ofrecemos los mejores precios del mercado al por mayor y detál.

•••••••••••••••••••••••••• DETALLES DEL PRODUCTO •••••••••••••••••••••••••• 

Si su equipo no carga o simplemente la batería posee poca duración! 
Con el reemplazo de la batería volverá a disfrutar de la mayor cantidad de horas de uso de su equipo iPhone. 

¿Como saber cuando debo cambiar mi batería?
Si su equipo presenta los siguientes síntomas será momento de cambiar su batería. 

1.- Descarga acelerada en 1 o 2 horas o posee más de 2 o 3 años de uso.
2.- Apagado con porcentaje (Por ejemplo se encuentra en 80% ó 30% y su equipo se apaga sin motivo)
3.- En uso el porcentaje de su equipo puede variar bruscamente de 100% a 10% en segundos.
4.- Activo el flash o la cámara y mi equipo se reínicia o se apaga (esto es normal el desgaste puede hacer que tareas que requieran de más consumo de batería lo desactiven)
5.- Pongo a carga mi iPhone pero no sube de porcentaje y ya cambie o probe otro cable. 
6.- Mi equipo se reinicia constantemente y ya restaure en modo DFU

¿Que puede dañar mi batería?

Una vez halla realizado el cambio de batería, podrá estar seguro con la medición de ciclos y capacidad que se realiza a la entrega de que estará a su máxima capacidad y sin ciclos de uso. Considere que para que la batería funcione por toda su vida útil (2 a 3 años) es necesario que evite el uso de cables y adaptadores alternativos, asi tambien adapatadores de otros equipos como tablets, smatphones de carga rápida o adaptadores de auto de baja calidad que puedan transmitir más amperaje del adecaudo para su equipo y terminen generando fractura de las celdas de la batería (baterias hinchadas por recibir amperaje inadecuado). 

Para conservar la salud de su batería es necesario usar el cable y adaptador de pared de 5W Output 5V -1A que viene con el equipo, mientras no presenten trizaduras o cortes que puedan generar cortos.


•••••••••••••••••••••••••• FORMAS DE PAGO •••••••••••••••••••••••••• 

Podrá pagar por el sistema de Mercadopago con su tarjeta de crédito en cuotas o directamente en nuestro local en Providencia con RedCompra, Efectivo o Transferencia. Para poder pagar en el local despues de probar el producto debe seleccionar la opción de retiro en local o pago a convenir si el sistema de Mercadolibre lo permite.

•••••••••••••••••••••••••• ENVIOS / UBICACION / HORARIOS ••••••••••••••••••••••••••

• Envíos por pagar: Considere que los envíos se realizan por pagar para compras que no superen un importe mayor a 15 mil pesos por Chilexpress, Turbus o Correos Chile 
• Envíos Gratís: Si realiza una compra mayor a 15 mil pesos podrá disfrutar del beneficio de obtener envío gratuito con su compra con seguimiento por el sistema de Mercadolibre. 
• Ubicación: Si coloco la opción de retiro del producto en tienda, puede pasar por nuestro local en Providencia cerca de Metro Los Leones.
• Horario de atención: Nuestro Horario es de Lunes a Viernes de 11:00 am a 8:00 pm y Sábados de 11:00 am a 3:00 pm.

Gracias por su visita!

Si buscas mas artículos novedosos o de interés consulta nuestro listado completo en el siguiente link:
https://listado.mercadolibre.cl/_CustId_328183209",19990,good_quality_picture good_quality_thumbnail kvs_primary extended_warranty_eligible immediate_payment,1,http://http2.mlstatic.com/D_762845-MLC49368858334_032022-I.jpg,https://articulo.mercadolibre.cl/MLC-973014783-bateria-compatible-con-iphone-6-kit-herramientas-y-pegamento-_JM,RM (Metropolitana),Providencia,0,0,0,0,0,0,0,0,0,,328183209,KENIOTSPA,normal credits_profile mshops messages_as_seller,RM (Metropolitana),Providencia,3,5,6508,190,6698,0.83,0.06,0.11,1216,0.004,0.0049,0.0032,Genérica,,Bateria Compatible con iPhone 6 Modelos A1549 / A1586 / A1589,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC602462598,Batería Compatible Con La Marca Samsung Galaxy A10s,MLC439925,"SOMOS SILALA SOLUCIONES ENERGÉTICAS. TIENDA VIRTUAL LÍDER EN REPUESTOS PARA TELEFONÍA

REPUESTO ALTERNATIVO DE CELULAR DE ALTA CALIDAD

Para retiro, realizamos entregas en nuestra dirección en Santiago Centro cerca del metro Santa Ana o La Moneda. Luego de la compra se indicará la dirección exacta, por políticas de MercadoLibre.

REALIZAMOS ENVÍOS A TODO CHILE:

Envíos a las comunas del anillo central de Región Metropolitana: utilizamos servicio particular para ENTREGAS EN EL MISMO DÍA por compras antes del horario de corte (de lunes a sábado hasta las 12:00m). 

Envíos a Regiones a través de MercadoEnvíos (el transportista es asignado automáticamente por el sistema en razón de conveniencia de precio y localidad, no participamos en la selección del transportista).

NOTA: el costo de envío puede variar dependiendo de la comuna, el cual puede consultar directamente en la publicación, debajo de la sección del precio del producto.

El sistema tomará sus datos automáticamente, los cuales serán utilizados únicamente para la realización del envío.

- Los datos del artículo los podrá encontrar en la ficha técnica en la parte superior de la publicación.

- Los valores indicados en la ficha técnica del artículo pueden ser aproximados. Si desea conocer en detalle algún valor de la ficha técnica puede consultarnos en la sección de preguntas.

- Recomendamos altamente la instalación profesional. No seremos responsables de ningún daño a su teléfono celular / teléfono móvil que pueda causar durante el cambio de piezas de repuesto.

- Las fotografías del artículo son referenciales. En caso de que aplique, siempre puede consultar por disponibilidad de color. Si ninguna variante es especificada se enviará por defecto el artículo mostrado en la imagen o el que se encuentre con mayor disponibildiad.

- Nuestro producto cuenta con garantía de funcionamiento de 3 meses.

- PREGÚNTENOS si tiene cualquier duda, estamos para ayudarle.",13290,kvs_primary good_quality_picture loyalty_discount_eligible good_quality_thumbnail extended_warranty_eligible immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_971505-MLC52064065578_102022-I.jpg,https://articulo.mercadolibre.cl/MLC-602462598-bateria-compatible-con-la-marca-samsung-galaxy-a10s-_JM,RM (Metropolitana),Santiago,3,0,0,0,0,3,5,0,0," Hasta ahora a funcionado sin problemas, fácil de instalar. El producto hasta ahora bueno, no ha fallado.",456239551,SILALASOLUCIONESENERGÉTICAS,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,2,5,3543,223,3766,0.94,0.04,0.02,665,0.0181,0.0072,0.0027,Genérico,,SCUD-WT-N6,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC562766750,Bateria Compatible iPhone X + Pegamento Elastico + Envio ,MLC5068,"Gracias por visitar JMPRODUCTOS

• Somos local establecido JMPRODUCTOS 
• Es fácil encontrarnos JMPRODUCTOS 
• Tenemos variedad de productos JMPRODUCTOS 
• Espero sus preguntas JMPRODUCTOS

HORARIO DE ATENCIÓN LOCAL:
• Lunes a Viernes: 11:00 hrs a 18:00 hrs
• Sábados: 11:00 hrs a 15:00 hrs 

=================================================================================


BATERÍA COMPATIBLE IPHONE X + PEGAMENTO CINTA ELÁSTICA 

Si su IPhone no carga en forma adecuada o la batería se descarga con facilidad, bueno es el momento de cambiarla y nosotros tenemos la opción, lo que le permitirá dejar su teléfono como nuevo.


CARACTERÍSTICAS

• Batería IPhone X
• Capacidad: 2.716 mAh
• Ciclos de Carga: 0
• Calidad: AAA / Estándar Original

CON CINTA ELÁSTICA 

======================================

NUESTRO SERVICIO TÉCNICO DE CELULARES, REPARAMOS O CAMBIAMOS
- Flex de Carga 
- Cambio de pantalla / Cristal Glass
- Reparaciones en Placas
- Software
- Cámaras frontales 
- Cámaras traseras 
- Botón Home 
- Auricular 
- Sensor de Proximidad
- Problemas de Audio 
- Entre otras situaciones que mantenga su equipo celular



===============================================
MEDIOS DE PAGO:

- Transferencia, efectivo y MercadoPago.

MEDIOS DE ENTREGA:

- MERCADOENVIOS: Envíos 100% asegurados comprando por Mercado Libre usando Mercado Envíos. 
- ENVIÓ POR PAGAR: Se realizan envíos por pagar a través Starken 
- A CONVENIR: Entregas en nuestro Local comercial en Macul al límite con Ñuñoa. (A cuadras del METRO ESTADIO NACIONAL)

NO ENTREGAMOS EN METROS, SOLO LOCAL COMERCIAL O ENVIO.

GARANTIA:
- Todos nuestros productos tienen 3 meses de garantía Legal, por fallas técnicas

================= JMPRODUCTOS ======================",24565,extended_warranty_eligible good_quality_picture good_quality_thumbnail kvs_primary immediate_payment,1,http://http2.mlstatic.com/D_879976-MLC44145144818_112020-I.jpg,https://articulo.mercadolibre.cl/MLC-562766750-bateria-compatible-iphone-x-pegamento-elastico-envio-_JM,RM (Metropolitana),Providencia,2,0,0,0,1,1,4.5,0,0," Bastante bueno. Cada 1 semana tengo que apretar un poco el cabezal que se va soltando un poco con el uso, pero no es un inconveniente. Cumple totalmente con lo que promete.
Recomendado.",169271108,JMPRODUCTOSVENTAS,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Providencia,3,5,20856,1316,22172,0.91,0.04,0.05,4006,0.0189,0.0035,0.0014,JMPRODUCTOS,,Iphone X,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC1009253400,Batería Compatible Samsung A7 2018 + Adhesivo Regalo,MLC5068,"Batería compatible Samsung Galaxy A7 2018

Modelos Compatibles: SM-A750F, SM-A750FN, SM-A750G, SM-A750GN, SM-A750C, SM-A750X, SM-A750N

Políticas de Compra, Medios de Pago y Preguntas Frecuentes se encuentran en las imágenes del producto.
Estamos Cercano al Metro DEPARTAMENTAL.
Hacemos envíos por Chilexpress, Starken y Bluexpress a Regiones
Cualquier Duda sera respondida a la Brevedad.",9990,good_quality_thumbnail kvs_primary extended_warranty_eligible immediate_payment,1,http://http2.mlstatic.com/D_852268-MLC50336845285_062022-I.jpg,https://articulo.mercadolibre.cl/MLC-1009253400-bateria-compatible-samsung-a7-2018-adhesivo-regalo-_JM,RM (Metropolitana),San Miguel,0,0,0,0,0,0,0,0,0,,1132549924,DCOMPRASTECNOLOGALIMITADADC,normal credits_profile messages_as_seller,RM (Metropolitana),San Miguel,0,5,1095,129,1224,0.89,0.08,0.03,183,0.033,0.0583,0.0047,Genérico,,EB-BA750ABU N,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC638320669,Bataria Original Samsung Galaxy A50 - A30 - A30s - A20 ,MLC5068,"""Batería Samsung Galaxy ORIGINAL A20 - A30 - A30s - A50 GENUINA""
-----------------------------------------------------------------------------------------------------
                     ""SERVICIO TÉCNICO ESPECIALIZADO""
-----------------------------------------------------------------------------------------------------

• Producto Original Sacada de equipos GARANTIZADAS
• Compatible con Samsung Galaxy A
• Modelo: EB-BG505ABA
• Garantizados 3 meses

Características

• Bateria Samsung Galaxy A20 - A30 - A30S - A50
• Tipo: Li - ion Battery
• Modelo: EB-BG505ABA
• Capacidad: 3900 mAh
• Voltaje: 3.8 v / Wh
---------------------------------------------------------------------------
     ""CONSULTE POR INSTALACIÓN EN TIENDA""
-------------------------------------------------------------------------

Respaldo VENTAS ELECTRONICAS

• Líderes en ventas online",11900,loyalty_discount_eligible kvs_primary poor_quality_picture immediate_payment,1,http://http2.mlstatic.com/D_921392-MLC46092152480_052021-I.jpg,https://articulo.mercadolibre.cl/MLC-638320669-bataria-original-samsung-galaxy-a50-a30-a30s-a20-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,625133434,VENTAS ELECTRONICAS-S,normal credits_profile mshops messages_as_seller,RM (Metropolitana),Santiago,3,5,10918,740,11658,0.9,0.04,0.06,1870,0.0085,0.0005,0.0005,Samsung,,EB-BA500ABE,,,,,,,,,,,,,,,,,Reacondicionado,,,,,,,,,,,,,,,,
MLC596264537,En-el5 - Cargador Usb Para Nikon Coolpix P5100 P520 P530,MLC5068,"Características: 
 
 
 
 Diseño delgado y portátil. 
 
 
 
 
 LED inteligente indicador de estado de carga (rojo: carga, azul: completamente cargado). 
 
 
 
 
 Entrada del cargador de pared de escritorio AC: 100 ~ 240 V. 
 
 
 
 
 Salida CA/CC para uso doméstico y de viaje. 
 
 
 
 
 El cargador es solo para cargar la batería. 
 
 
 
 
 Especificaciones: 
 
 
 Voltaje de entrada: DC 5 V más o menos 5% 
 
 
 Voltaje de salida: DC 4,2 V más o menos 5 por ciento 
 
 
 Corriente de salida: DC 500 mAh. 
 
 
 Color: negro. 
 
 
 Longitud del cable: 30 cm aprox. 
 
 
 Peso del paquete: 45 g. 
 
 
 Tamaño: 8,4 x 4,7 x 1,9 cm. 
 
 
 
 Uso: 
 
 
 1. Coloque la batería correctamente en el cargador. 
 
 
 2. Encienda el cargador. 
 
 
 3. Cuando la luz está roja, el cargador está en condiciones de funcionamiento. 
 
 
 4. Cuando la luz es azul, las baterías se cargan completamente. 
 
 
 
 Lista de paquetes: 
 
 
 1 cargador USB. 
 
 
 1 cable micro USB. 
 
 
 
 Nota: 
 
 
 1. No desarmes el cargador para repararlo sin permiso. 
 
 
 2. No sumerja el cargador en agua. 
 
 
 3. Por favor, coloque el cargador en un ambiente seco. 
 
 
 4. Solo se puede utilizar con batería compatible.5. Tenga en cuenta que el nuevo tipo y el tipo antiguo de este producto se enviarán aleatoriamente, y asegúrese de que no le importará antes de hacer el pedido.",10383,good_quality_thumbnail loyalty_discount_eligible kvs_primary good_quality_picture cbt_item immediate_payment cart_eligible,50,http://http2.mlstatic.com/D_788767-CBT45301402158_032021-I.jpg,https://articulo.mercadolibre.cl/MLC-596264537-en-el5-cargador-usb-para-nikon-coolpix-p5100-p520-p530-_JM,Guangdong,Shenzhen,0,0,0,0,0,0,0,0,0,,692504908,VICSTARCL,normal international_seller large_seller messages_as_seller,Guangdong,Shenzhen,0,5,211,25,236,0.5,0,0.5,46,0.0192,0.04,0,General,,N/A,,,,,,,,,9 cm,45 g,,,,,,,Nuevo,,,,,,,,,,,,,,,,
MLC634779192,Bateria Original Samsung Galaxy A21s 5000 Mah Genuina,MLC5068,"""Batería ORIGINAL Samsung Galaxy  A21S""
----------------------------------------------------------------
   ""SERVICIO TÉCNICO ESPECIALIZADO""
--------------------------------------------------------------

• Producto Original Sacado de equipos GARANTIZADAS
• Compatible con Samsung Galaxy a21s
• Modelo: EB-BA215ABY
• Garantizados 3 meses

Características

• Bateria Samsung Galaxy
• Tipo: Li - ion Battery
• Modelo: EB-BA215ABY
• Capacidad: 5000 mAh
• Voltaje: 3.8 v / 19.25 Wh

------------------------------------------------------------------
""CONSULTE POR INSTALACIÓN EN TIENDA""
-----------------------------------------------------------------

Respaldo VENTAS ELECTRONICAS

• Líderes en ventas online",14900,kvs_primary good_quality_picture good_quality_thumbnail loyalty_discount_eligible immediate_payment,1,http://http2.mlstatic.com/D_966595-MLC46641028541_072021-I.jpg,https://articulo.mercadolibre.cl/MLC-634779192-bateria-original-samsung-galaxy-a21s-5000-mah-genuina-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,625133434,VENTAS ELECTRONICAS-S,normal credits_profile mshops messages_as_seller,RM (Metropolitana),Santiago,3,5,10918,740,11658,0.9,0.04,0.06,1870,0.0085,0.0005,0.0005,Samsung,,EB-BA217ABY,,,,,,,,,,,,,,,,,Reacondicionado,,,,,,,,,,,,,,,,
MLC436953899,Bateria Compatible Con iPhone 5 5s 5c Se + Kit Desarme ,MLC5068,"BATERÍA IPHONE 5 + KIT DE DESARME

 

Si su IPhone 5, no carga en forma adecuada, la batería se descarga con facilidad, esta es la mejor opción y deje su teléfono como nuevo.

 

CARACTERÍSTICAS:

Capacidad de la batería: 1.440 mah
Tensión: 3.8v
Batería de mayor capacidad de carga
 

KIT DE DESARME CONTIENE:

3 Desatornilladores; 1 Cruz, 1 Paleta, 1 Estrella
2 Herramienta de palanca plástica
2 Uñetas de apertura
1 Ventosa o chupón",15900,good_quality_thumbnail loyalty_discount_eligible extended_warranty_eligible kvs_primary good_quality_picture immediate_payment,1,http://http2.mlstatic.com/D_694265-MLC46728026373_072021-I.jpg,https://articulo.mercadolibre.cl/MLC-436953899-bateria-compatible-con-iphone-5-5s-5c-se-kit-desarme-_JM,RM (Metropolitana),Providencia,26,1,2,3,1,19,4.3,4,1," Muy buena calidad la batería! ya llevo más de 1 mes usándola y anda mucho mejor que la desgastada batería original que traía. Fue la mejor decisión que pude haber tomado cambiarle la batería. Ojo, tengan cuidado al cambiar la batería, las bandas blancas que pegan la original al chasis tienden a romperse y quitarlas después de que se han roto resulta un dolor de cabeza. Hasta el momento no he tenido inconveniente. La duración de la carga no es igual a cuando el teléfono estaba nuevo, pero muy aceptable para la relación de precio. Bien pero el kit de desrme no resiste la duerza que requiere un telefono cuando esta original y se le quiere cambiar la batetia original. El pegame to original de la bateria al resto del equipo es mas fuerte que las herramientas plasticad del kit. Cumple con lo establecido. La instale y solo reconoce el 3% de carga.",169271108,JMPRODUCTOSVENTAS,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Providencia,3,5,20856,1316,22172,0.91,0.04,0.05,4006,0.0189,0.0035,0.0014,Genérica,,Compatible IPhone 5 / 5s /5c / SE 2016,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,
